archive,path,temperature_c,pressure_bar,ramp,status,invalid_reason,support_distance,supported,fusion,score_60000,energy_score_60000,confirmed_60000,score_120000,energy_score_120000,confirmed_120000,score_180000,energy_score_180000,confirmed_180000,score_260000,energy_score_260000,confirmed_260000,score_300000,energy_score_300000,confirmed_300000
irreversible,T49_Irreversible_Damage/25-06-17_09-50-13_GW_ID_T49_100bar.h5,49,100,random,complete,,0.5416428677408264,True,alarm,0.35372459462710787,0.09322560046400342,True,0.6226924764258521,0.18866510263511113,True,0.7969524094036647,0.3032014774424689,True,0.9053492993116379,0.2645932925598962,True,0.8312161245516368,0.24605277606419154,True
irreversible,T49_Irreversible_Damage/25-06-17_09-55-46_GW_ID_T49_650bar.h5,49,650,random,complete,,0.5871768586777666,True,alarm,0.2533319081578936,0.11879681263651166,False,0.5085588257227626,0.22425250496183122,True,0.796558848449162,0.2366398721933365,True,0.7030984269721168,0.4296132262263979,False,0.7359279521874019,0.4068040975502559,True
irreversible,T49_Irreversible_Damage/25-06-17_10-01-16_GW_ID_T49_700bar.h5,49,700,random,complete,,0.5878088421276709,True,no_alarm,0.24377011507749557,0.119423474584307,False,0.4616899575505938,0.22626698655741556,False,0.7920751997402736,0.2184546653713499,True,0.6865947182689395,0.4344210220234735,False,0.7039651423692703,0.4161962419748306,True
irreversible,T49_Irreversible_Damage/25-06-17_10-06-37_GW_ID_T49_300bar.h5,49,300,random,complete,,0.5459248800701386,True,alarm,0.3244584117616926,0.07481789588928223,True,0.5593871240104947,0.1658157535961696,True,0.8071767730372292,0.20280675377164567,True,0.771340434040342,0.23229180915015085,False,0.6568724768502372,0.23601068556308746,True
irreversible,T49_Irreversible_Damage/25-06-17_10-11-58_GW_ID_T49_150bar.h5,49,150,random,complete,,0.5527435801899018,True,alarm,0.3058920055627823,0.11148290761879512,True,0.5996156334877014,0.22127197682857513,True,0.8238281586340496,0.23450910406453268,True,0.9010479003190994,0.18820352213723318,True,0.7292021938732692,0.16345151833125524,True
irreversible,T49_Irreversible_Damage/25-06-17_10-17-19_GW_ID_T49_350bar.h5,49,350,random,complete,,0.5089704550253689,True,alarm,0.2750307342835835,0.10191628975527627,False,0.5199373130287442,0.20574879859175002,True,0.7858589887619019,0.20001721595014846,True,0.6899463874953133,0.35273116401263643,False,0.6764538713863918,0.35668460173266275,True
irreversible,T49_Irreversible_Damage/25-06-17_10-23-10_GW_ID_T49_500bar.h5,49,500,random,complete,,0.502606859576923,True,alarm,0.2796646329973425,0.1176951208284923,False,0.5605738162994385,0.23091758149010794,True,0.7738778974328723,0.263940691947937,True,0.7141936272382736,0.43311106732913424,False,0.7334040531090328,0.39787124523094725,True
irreversible,T49_Irreversible_Damage/25-06-17_10-29-01_GW_ID_T49_600bar.h5,49,600,random,complete,,0.5191666803989605,True,alarm,0.26393127175314085,0.11470971362931388,False,0.5121210696441787,0.22833056960787093,True,0.7848996158157077,0.23292438898767745,True,0.6790140015738351,0.41777617803641726,False,0.71589523766722,0.3923258589846747,True
irreversible,T49_Irreversible_Damage/25-06-17_10-36-28_GW_ID_T49_250bar.h5,49,250,random,complete,,0.5361836290135238,True,alarm,0.33499944848673685,0.10931969327586037,True,0.617516536797796,0.2116757333278656,True,0.8120521796601159,0.25336764114243643,True,0.7726095297506878,0.3286913526909692,False,0.6633034582648959,0.3252915548426764,True
irreversible,T49_Irreversible_Damage/25-06-17_10-53-07_GW_ID_T49_450bar.h5,49,450,random,complete,,0.5000054689598169,True,alarm,0.28004168293305803,0.12552132776805333,False,0.5672247069222587,0.23773124601159776,True,0.7940133001123156,0.2859559825488499,True,0.7120516534362521,0.4495308037315096,False,0.7330645599535534,0.4131985179015568,True
irreversible,T49_Irreversible_Damage/25-06-17_10-58-22_GW_ID_T49_400bar.h5,49,400,random,complete,,0.46021402849322873,True,alarm,0.2707822285592556,0.120990304010255,False,0.5430623175842422,0.22405152022838593,True,0.79556505382061,0.2677955073969705,True,0.6935038375002998,0.4194278823477881,False,0.6989131314413888,0.41049101310116903,True
irreversible,T49_Irreversible_Damage/25-06-17_11-03-46_GW_ID_T49_50bar.h5,49,50,random,complete,,0.5941403246667392,True,alarm,0.30954633014542715,0.1130068451166153,True,0.42945064284971785,0.15688275226524898,False,0.7655796983412334,0.2513625749519893,True,0.8716093003749847,0.19928772747516632,False,0.702493565423148,0.19476173392363957,True
irreversible,T49_Irreversible_Damage/25-06-17_11-09-01_GW_ID_T49_200bar.h5,49,200,random,complete,,0.5006331351902761,True,alarm,0.3102544216173036,0.15889420253889902,True,0.574346800999982,0.25498037891728537,True,0.8165119545800346,0.3001243770122528,True,0.7731845889772687,0.3818422981670925,False,0.6514374847923007,0.41850087472370695,True
reversible,T49_Reversible_Damage/25-06-11_13-56-06_GW_RD_T49_700bar.h5,49,700,descending,complete,,0.6209210962690677,True,no_alarm,0.1884089596569538,0.08637347604547228,False,0.34555477116789135,0.1661650197846549,False,0.36718003026076723,0.16218188192163194,False,0.4805898613163403,0.28843221068382263,False,0.5759970183883395,0.29475524170058115,False
reversible,T49_Reversible_Damage/25-06-11_14-02-36_GW_RD_T49_650bar.h5,49,650,descending,complete,,0.6009542626829631,True,no_alarm,0.18791556837303297,0.07934306561946869,False,0.3551767723900931,0.16583859069006784,False,0.3664837160280773,0.15917835916791642,False,0.46763738457645687,0.2722781279257366,False,0.5710703730583191,0.28395597849573406,False
